id,type_keyword,keyword
196512,IK,CONTACT FATIGUE
53127,AK,binaries: close
245462,IK,HYDROLOGIC RESPONSE
272162,AK,Bubble
121985,IK,LIGHT-SCATTERING
281521,IK,LEAF TRAITS
35515,AK,Microwave Antennas
75680,IK,MOUSE MODEL
78946,AK,surveys
111999,IK,CLEFT-LIP
160074,AK,heparin
5437,IK,RECEPTOR
276814,IK,WOMEN
1697,AK,Nuclear reactions
276520,AK,modelling
277506,IK,TWITCHING MOTILITY
56994,IK,LOPINAVIR
87446,AK,galaxy : halo
178932,AK,Leptons
293112,IK,MONKEYS
209318,AK,E-beam
200471,IK,COPPER
75011,IK,MALIGNANCIES
66903,IK,COMPRESSION
141505,IK,ACETONITRILE
268572,IK,EARLY DATA RELEASE
259428,IK,MODELS
223200,IK,MICROWAVE-FREQUENCIES
267082,IK,CO
25318,IK,SYSTEM
254360,AK,Helianthus annuus L.
273010,IK,TUMOR PROGRESSION
124130,IK,INHIBITORY ANTIBODIES
75281,AK,accessibility
69437,IK,MEDICAGO-TRUNCATULA
278487,AK,(1)H HRMAS NMR
216645,AK,phylogeny
115503,IK,SIGNIFICANTLY INCREASES
254360,IK,WILD
140753,AK,tungstated zirconia
7502,IK,RHEUMATOID-ARTHRITIS
212151,AK,inflammatory myofibroblastic tumor
242882,IK,DYNAMIC VULCANIZATION
131775,AK,BIOMED-2
157463,AK,Biologic markers
212151,AK,brain tumor
178932,AK,Resistive-plate chambers
63529,IK,DETECTORS
47187,AK,Preoperative nomogram
246823,AK,Finegoldia magna
278155,IK,LIGHT-SCATTERING
213779,IK,WORLD-HEALTH-ORGANIZATION
74472,AK,Reactive oxygen species (ROS)
237029,IK,NEPHRON-SPARING SURGERY
78942,IK,COMPACT DWARF GALAXIES
1697,AK,Massive stars
249350,AK,neoplasm metastasis
147329,IK,SYSTEMS
44092,IK,METABOLISM
120269,IK,MASSES
7486,IK,STELLAR OSCILLATIONS
237402,IK,PROTOCOL
214574,AK,High Contrast Imaging
249638,IK,CELL-CYCLE
109767,AK,left ventricular hypertrophy
309367,IK,HOT NUCLEI
167389,IK,SYMMETRY ENERGY
78965,IK,METAL-POOR STARS
561,IK,BALMER LINE-PROFILES
26129,AK,thin film photovoltaics
199005,IK,POWER SPECTRUM ANALYSIS
220304,AK,Computer networks
249350,AK,nephrectomy
113968,IK,LIQUID-KRYPTON CALORIMETER
228287,AK,autonomic
308338,IK,AREA GROWTH
84088,IK,DOME-C
127024,IK,PROTEINS
63528,AK,spectral efficiency
83612,IK,CARBAZOLE
86334,IK,LIGNIN BIOSYNTHESIS
62916,IK,UGANDA
27303,IK,OXIDE THIN-FILMS
10351,IK,OLDUVAI-GORGE
210290,IK,RANDOMIZED-TRIAL
292231,IK,CLINICAL-OUTCOMES
278487,IK,PHENOTYPES
31852,IK,ENTANGLEMENT
216645,AK,foliar anatomy
212438,IK,VISCOUS-FLUID
282022,IK,NOMOGRAM
195997,IK,ABOVE-THRESHOLD-IONIZATION
4979,IK,NEOPLASIA
238232,IK,CRITERIA
297443,IK,VISCOUS-FLUID
57930,AK,Statistical reconstruction
18535,AK,horses
10316,AK,Acute respiratory failure
186581,IK,SUBARU DEEP FIELD
221906,IK,WESTERN ARGENTINA
308338,IK,DEPOSITION
78946,IK,DUST ATTENUATION
42181,AK,invasiveness
67204,IK,EXPRESSION
42460,AK,DNA binding affinities
69982,IK,CHRONIC MYELOGENOUS LEUKEMIA
106719,IK,MOTIF
197926,AK,water budget
263793,IK,POLYMERS
312520,IK,SENSOR NETWORKS
278316,IK,CHARGED-CURRENT INTERACTIONS
6175,IK,CALIBRATION
43056,AK,Accessibility
255000,IK,INFLATION
209255,IK,MOLECULES
212290,IK,CAVITY
267082,IK,HYDROGEN
24240,IK,QCD
252066,IK,EMISSION
243038,IK,MORTALITY
34715,IK,Z-CANIS-MAJORIS
219794,AK,extreme adaptive optics
181309,IK,PROGNOSIS
275136,IK,ARTERY-DISEASE
279401,IK,TYPE-1
244396,AK,solitons
294024,AK,Follow-up
113968,IK,PC FARM
25606,IK,MATCHED SIBLING DONORS
173428,AK,liquid chromatography
86489,AK,Morton's neuroma
10352,AK,Landscape archaeology
285036,IK,SELECTIVE TRANSFER
159363,IK,D-D SPECTRUM
78944,IK,STARBURST GALAXIES
113968,IK,PROTON TAGGING DETECTOR
261132,AK,grinding
20223,IK,RING-CLOSING METATHESIS
20419,IK,CLINICAL-TRIALS
221658,AK,essential oil
278487,AK,Caenorhabditis elegans
113469,IK,H-II REGIONS
103867,AK,single molecule
229418,IK,WIRELESS NETWORKS
167555,IK,MINERAL DENSITY
5526,IK,READOUT
108007,AK,FLIP
199131,IK,DIFFERENTIATION
92737,AK,spray pyrolysis
209255,AK,tungstated zirconia
76451,AK,galaxies: individual: M31
248915,IK,LATE LACTATION
302254,AK,Stokes fluid
293384,IK,SURVIVAL
48329,IK,FE
173428,IK,OVERWEIGHT PATIENTS
62564,AK,stars: individual (Procyon A)
314840,AK,focal epilepsy
259645,IK,GAMMA-RAY EMISSION
273783,AK,XRD
42181,IK,PRIMARY BREAST-CANCER
5154,IK,SENSORY NEURONS
126449,AK,short-range order
263481,IK,STEM-CELL TRANSPLANTATION
294023,IK,CYTOREDUCTIVE NEPHRECTOMY
74650,IK,LINEAR-DIFFERENTIAL EQUATIONS
303646,IK,CONSTRUCTION
295326,IK,ISOFORM
98262,IK,NEUTRON-SCATTERING MEASUREMENTS
55776,IK,FERTILITY INTENTIONS
63529,AK,random spreading sequences
253489,IK,EXPERIENCE
126997,IK,SUBSTRUCTURE
261333,IK,RISK
223729,AK,mobility
168286,IK,PROFILES
238176,IK,SIZE
34715,IK,EMISSION
68542,IK,HISTONE H4
6175,IK,SCINTILLATORS
287622,IK,METASTASIS
286267,AK,Kinetics
262034,AK,Evolution
228882,IK,POWER-CONTROL
15204,AK,stars: oscillations
53882,AK,physics of the early universe
228239,AK,vertical handoff
30067,AK,Sousveillance
242111,IK,LOCAL GROUP GALAXIES
69982,AK,inhibition
93134,AK,culture medium
113469,IK,GALACTIC DISKS
287397,IK,POLYMERASE CHAIN-REACTION
90000,IK,SINGLE-INCISION
308993,AK,RF
85183,AK,coating
170134,IK,BINDING
14137,AK,NMR spectroscopy
307003,AK,cooperative games
273783,IK,CONTACT
34715,IK,AMBER/VLTI
204450,AK,"accretion, accretion disks"
254360,IK,GENE FLOW
87328,IK,BODY-FAT DISTRIBUTION
266189,AK,Microwave
295650,IK,CADMIUM
207056,IK,GRAPHS
13158,IK,CML PATIENTS
4749,IK,GREATER-THAN-OR-EQUAL-TO-85 YEARS
283849,AK,myelodysplastic syndromes
56433,IK,MATRIX METALLOPROTEINASE-2
235685,AK,Proteases
295005,AK,recurrence
266036,IK,DIET
26129,IK,SPRAY-PYROLYSIS
282049,IK,COLLOIDAL ANTIWEAR ADDITIVES
70254,AK,Hemimysis anomala
39675,IK,CHILDREN
78964,AK,"galaxies : elliptical and lenticular, cD"
196512,IK,ELASTOHYDRODYNAMIC LUBRICATION
255470,IK,RISK
185598,IK,VISUALLY TRIGGERED SACCADES
178932,IK,END-CAP CALORIMETER
309295,AK,product-driven control
266036,AK,alpha-tocopherol
252925,IK,SAGITTARIUS
41841,AK,Multilayer films
268384,IK,AUSTRALIAN CASHMERE GOAT
250570,IK,MASSES
10569,IK,TUBULAR REACTORS
131650,IK,MARINE
255000,AK,string theory and cosmology
310413,IK,GOLF
244396,AK,chlorine compounds
76447,IK,SPECTROSCOPY
104295,IK,MOLECULAR CLOUDS
302835,AK,identification
295005,AK,prognosis
119102,AK,mitochondria
201831,IK,TRANSCRIPTION
184538,AK,EPO
255000,IK,SUPERGRAVITY
216761,AK,SSA form
124950,IK,CLASSIFICATION
55751,AK,click chemistry
216528,AK,Hochschild cohomology
56234,IK,INTERFEROMETRY
177081,IK,PHENOTYPES
209187,IK,ACUTE MYELOID-LEUKEMIA
285036,IK,MOS2 COATINGS
275781,IK,NUCLEAR-LOCALIZATION
15205,IK,ACOUSTIC-OSCILLATIONS
109767,IK,HEART-FAILURE
197926,IK,SOIL
137537,AK,model
235219,AK,galaxies: evolution
282049,AK,reverse micelles
211143,AK,computer arithmetic
238861,IK,INFLATIONARY UNIVERSE SCENARIO
223905,IK,THIOREDOXIN REDUCTASE
232720,IK,REDSHIFT
268384,AK,Luteinizing hormone
248915,IK,HAY
181981,IK,KETAMINE
70409,IK,LONG-TERM SURVIVAL
72814,AK,oligodendrocyte
254253,IK,UPPER URINARY-TRACT
155205,AK,Tyrosine kinase effects
160000,IK,SEQUENCE STRATIGRAPHIC MODEL
131781,IK,KINETICS
8769,IK,COLLIDER
237771,IK,ANTIOXIDANTS
140753,IK,BRONSTED ACIDITY
252411,IK,RECOGNITION
15205,IK,K-GIANTS
78946,IK,DIGITAL SKY SURVEY
299202,IK,MAIN-SEQUENCE STARS
282570,IK,HEALTH-CARE
55751,IK,TERMINAL ALKYNES
153443,AK,negative refraction
175081,IK,TRIBOSCOPY
40271,IK,TOOL
64735,IK,ENERGY
155641,IK,OLD
56041,AK,bubbles
113626,IK,CLINICAL RESISTANCE
171658,IK,CELL-LINES
221731,AK,inhibition
109301,IK,POLARIZATION
78298,IK,DIGITAL SKY SURVEY
63433,IK,RECOGNITION
38699,IK,NONEXTENSIVE STATISTICAL-MECHANICS
252967,IK,INPUT IMPEDANCE
235738,IK,BLOOD-TRANSFUSION
10047,IK,RADIUS DETERMINATION
44092,IK,CELL-WALL DIGESTION
213710,IK,DIFFERENTIATION
78955,AK,galaxies : starburst
126997,AK,dark matter
2060,IK,CM ENERGIES
111832,IK,NONOPERATIVE TREATMENT
29273,IK,COLLIDER DETECTOR
78953,AK,galaxies : active
69300,AK,vancomycin treatment failure
175081,AK,boundary lubrication friction
203991,IK,SALINE
216761,IK,SINGLE ASSIGNMENT FORM
178932,AK,Sampling calorimeters
133868,IK,CHARGE
242856,IK,COHERENT STATES
105534,IK,BONE
96661,AK,VIP and related peptides receptors
282021,AK,nephrectomy
137791,IK,STELLATE GANGLION
15767,AK,Reperfusion
84151,IK,GANCICLOVIR
196392,IK,GAUGE-BOSON COUPLINGS
201831,IK,CRYSTAL-STRUCTURE
6965,IK,FEATURES
19646,IK,BOLOMETERS
73584,IK,EXPERIENCE
276367,IK,PHENOTYPES
118909,IK,GLOBULAR-CLUSTER NGC-5466
53882,IK,PHASE-TRANSITIONS
272151,IK,RANDOMIZED-TRIAL
254253,AK,Urinary tract cancer
115210,AK,haemorrhage
218527,IK,NONTHERMAL PLASMA
288165,IK,SINGLE PLATEAU BORDERS
231739,AK,Neuroendocrine differentiation and neoangiogenesis
293543,IK,AMPUTATION
263864,IK,DIGITAL SKY SURVEY
10355,IK,ZINJANTHROPUS
39675,IK,UMBILICAL-CORD BLOOD
53126,IK,LUMINOSITY FUNCTION
99538,IK,HEPATITIS-A VIRUS
277506,AK,SpoIIIE
154398,AK,galaxies: stellar content
78945,IK,REDSHIFT SURVEY
19650,IK,HIGH-RESOLUTION
255468,IK,QUANTITATIVE RT-PCR
262683,IK,GROUP PROTOCOL S9911
53583,AK,Wire
6168,AK,Muon spectrometers
78943,IK,GALAXY LUMINOSITY FUNCTION
162082,IK,N-MYC
276520,AK,emergence
237771,IK,FLAVONOIDS
270781,AK,Temporal trends
135188,IK,ATOMIC-FORCE MICROSCOPY
281521,AK,mountainous areas
194936,AK,bronchoscopy
216761,AK,JIT-compilation
82637,IK,GLYCOPROTEIN-V
272601,AK,survival
240076,IK,LOWER BOUNDS
282113,IK,FOLLOW-UP
178932,AK,Precision-tracking chambers
69286,IK,ZIRCONIA
62916,IK,PEOPLE
304945,AK,Exclusive
93271,AK,c-reactive protein
235341,IK,KIDNEY DEVELOPMENT
78378,IK,INTERPOLYELECTROLYTE COMPLEXES
21861,IK,QCD
73104,IK,UNFRACTIONATED HEPARIN
124185,IK,POLYGLUTAMINE EXPANSIONS
286744,IK,TRANSLESION SYNTHESIS
137537,AK,evolution
294412,IK,LOCALIZED PROSTATE-CANCER
6172,IK,MUON CHAMBER
248171,IK,BIODEGRADABLE FILMS
55857,AK,Quality of Service
175081,AK,antiwear additives
94363,AK,extinct species
259645,IK,ALL-SKY SURVEY
19646,AK,techniques: photometric
75281,IK,MASSES
295005,IK,DISEASE RECURRENCE
106385,IK,DIFFERENTIAL INVOLVEMENT
106385,AK,kappa-opioid receptor
244396,IK,OXIDATION
114792,IK,CORTICOSTEROIDS
108629,IK,DISORDERED-SYSTEMS
157463,IK,AGE
215900,IK,SKY SURVEY
146777,AK,exponential
155521,AK,Hydrophobically modified polyacrylamides
9057,IK,GRAVITY
155641,IK,COLORECTAL-CANCER
250570,IK,ACCURACY
42180,AK,angiogenesis
219800,IK,APERTURES
318053,IK,CHIP
55857,AK,OFDMA
287622,IK,IN-VIVO
210753,IK,UNFRACTIONATED HEPARIN
202235,IK,ULTRALOW-FRICTION
259784,AK,Dynamical evolution
303646,IK,CATCHMENT
186885,AK,drainage
130165,IK,LIGHT CURVES
78558,IK,COMPLICATIONS
29484,AK,network
221658,AK,volatile compound
283324,IK,INDIAN-OCEAN
309170,IK,DIFFUSION FLAME
282570,AK,Quality of care
160000,IK,DEPOSITS
278403,AK,calcium
254360,IK,ORIGIN
207386,AK,phosphorus doped
248129,IK,PANCREATIC-CANCER
120658,IK,MULTIACCESS FADING CHANNELS
262034,AK,Floral oil
98498,IK,EVOLUTION
259667,AK,stars: interiors
121985,IK,INTEGRAL-EQUATION THEORY
74920,AK,spermidine
214001,IK,SOLAR-CELLS
69286,IK,SILICA
204417,IK,INDIAN-OCEAN ISLANDS
23794,IK,SEPARATION
275592,AK,delayed access to care
2639,IK,TELESCOPE
214650,AK,Image Slicer
63332,AK,Uncertainty
20147,IK,PBARP INTERACTIONS
153443,AK,backward waves
203766,IK,BIOLUMINESCENCE
20223,IK,POLYMERIZATION
6175,AK,Large detector systems for particle and astroparticle physics
6874,IK,DENTAL APPLIANCE
169270,AK,gender
155836,IK,STABILITY
71906,AK,Citric acid
271155,AK,Carbon fibre composite
281805,IK,LIGHT CONTINUUM GENERATION
295326,AK,gliosis
122198,IK,QUATERNARY HISTORY
104433,IK,PLASMA-CELLS
106068,AK,hexavalent chromium (Cr(VI)
178936,IK,TRIPLE-GEM DETECTOR
181250,AK,DNA methyltransferase inhibitors
15102,IK,DISORDERS
295005,IK,TRIAL
155205,AK,Epidermal growth factor receptor
41841,IK,FILMS
76563,IK,OPTICALLY TRANSPARENT COMPOSITES
279401,IK,ENV CLONES
71568,IK,RESONANT IONIZATION SPECTROMETRY
124130,AK,crystal structure
284205,IK,MOTOR PROTEIN
10355,IK,ZOOARCHAEOLOGY
6965,IK,CORTEX
249592,IK,BRDT
6173,AK,Large detector systems for particle and astroparticle physics
179543,IK,GENETIC NETWORKS
118956,IK,RADICAL PROSTATECTOMY
78378,IK,SALT
243800,AK,sarcomere length
81734,IK,ASTAXANTHIN
259428,IK,PHENOTYPES
154773,IK,SEGMENT ELEVATION
170377,IK,ENDOZOIC ALGA
82637,AK,soluble glycoprotein V
65119,IK,MYELODYSPLASTIC SYNDROME
113626,IK,GENE
58024,IK,ARCTURUS
194561,IK,INTERFERON-ALPHA
188773,IK,EUROPEAN-SOCIETY
56234,IK,INTEGRATED-OPTICS
244056,IK,PHYSICOCHEMICAL CHARACTERIZATION
9057,IK,DILATON BLACK-HOLES
76114,AK,Complex polynomials
131774,IK,T-CELL
214574,IK,EXTRASOLAR PLANET
60763,IK,DELETION
294023,IK,SURVEILLANCE
74105,IK,NONPROTEOLYTIC ACTIVATION
34715,AK,methods: obsevational
209255,IK,METHYLCYCLOHEXANE
212151,AK,inflammatory pseudotumor
216528,AK,rational homotopy
259667,IK,COLORS
178936,IK,PHOTON DETECTORS
188330,IK,BREAST-CANCER CELLS
32111,AK,mild traumatic brain injury
283324,IK,BRUNHES EPOCH
168357,IK,SYNAPTOSOMAL-ASSOCIATED PROTEIN
258465,AK,Mobile readers
113469,IK,CHEMO-SPECTROPHOTOMETRIC EVOLUTION
244396,AK,reaction-diffusion systems
18747,IK,T-CELLS
254360,IK,ARGENTINA
115329,AK,scleroderma
275592,IK,ANTIRETROVIRAL THERAPY
220943,IK,MULTIPLIERS
56994,IK,ANTIRETROVIRAL THERAPY
19641,AK,cosmic microwave background
109767,IK,H+ EXCHANGE
18092,AK,Acute exacerbation
113249,AK,atrogin-1
110017,IK,GRAFT
70514,IK,C-REACTIVE PROTEIN
26672,IK,LOCI
76447,IK,SURFACE BRIGHTNESS GALAXIES
108629,IK,MULTIPLE-SCATTERING
28302,IK,MULTIPHOTON IONIZATION
178932,AK,Photons
93970,IK,DISORDERS
51686,IK,CYSTECTOMY
78950,IK,FIELD GALAXIES
236338,IK,BETA-ARYL ETHER
15102,IK,MYELOFIBROSIS
291841,IK,WIRELESS NETWORKS
194561,AK,side effects
7486,AK,stars: interiors
140837,AK,MOVPE
83835,IK,ADSORPTION
181309,AK,VHL
276039,AK,galaxies: ISM
210290,IK,TRANS-RETINOIC ACID
273783,IK,BEHAVIOR
210753,AK,thrombolytic therapy
38593,IK,SPECTROSCOPY
221244,AK,QoS Control and Management
18747,AK,cytokines
147365,AK,network lifetime
184533,AK,neutropenia
243306,IK,RESIDUE CROSS-SECTIONS
199752,IK,IMPACT
155174,AK,Local Group
275592,AK,Africa
16136,IK,DNA-REPLICATION
205972,IK,JOINT
219973,AK,spin crossover
66530,IK,CHRONIC MYELOGENOUS LEUKEMIA
76447,AK,1
283064,IK,RISK-FACTORS
261132,AK,cutting
268572,IK,COLOR-MAGNITUDE DIAGRAM
39382,IK,KOZAI MECHANISM
168357,AK,Neuritogenesis
116936,IK,LEFT-RIGHT SYMMETRY
247757,IK,REAL-TIME
275136,IK,ELEVATION MYOCARDIAL-INFARCTION
244383,IK,PARAMETERS
168357,IK,RETINOIC ACID
184756,IK,FAS LIGAND EXPRESSION
288068,IK,PREDICTORS
140837,AK,BGaN
147773,AK,insulation
40795,AK,NMR
84812,AK,survival
75281,IK,COMPLICATIONS
6168,AK,Large detector systems for particle and astroparticle physics
131781,AK,fludarabine
89447,IK,CHEMOTHERAPY
104360,IK,MRI
277506,IK,COMPETENT BACILLUS-SUBTILIS
275592,IK,DISEASE
5154,AK,Neuropeptides
116615,IK,COOLING FLOWS
85183,IK,PIROXICAM
236338,IK,SCHIZOSACCHAROMYCES-POMBE
18747,IK,LYMPHOCYTE SUBSET PATTERNS
120658,IK,CDMA
76563,IK,NEUTRON FIBER DIFFRACTION
178932,AK,Accordion geometry
95911,IK,ALUMINA
13327,AK,Methylcyclohexane conversion
16504,IK,EARLY BREAST-CANCER
23794,IK,LIQUID
282004,IK,HOMEOSTATIC PROLIFERATION
42460,AK,Holt-Oram syndrome
155280,AK,locally advanced stage
240708,IK,BOSE-EINSTEIN CONDENSATE
83835,IK,COMPOSITE SCAFFOLDS
63528,AK,effective interference
275571,IK,AMYLOPECTIN
71906,AK,Traditional food
7425,IK,STELLAR OSCILLATIONS
135188,AK,polymer elasticity
167555,AK,trabecular bone
260182,IK,ANASTREPHA-SUSPENSA DIPTERA
22956,AK,Hallucination
96781,IK,CIRCULAR-DICHROISM
295326,IK,IDENTIFICATION
212837,AK,clavicle
69286,AK,Zirconia
137537,IK,DESIGN
30426,IK,SERUM
260182,AK,captive cohort
226358,IK,GLOBAL-SOLUTIONS
154207,AK,Gulf of Lion
78633,AK,wrist
244418,IK,FUNCTIONAL TRADE-OFFS
158336,IK,ADHERENCE
65108,IK,IDENTIFICATION
240928,IK,CANCER
105534,AK,immunohistochemistry
19650,AK,submillimeter: general
59564,IK,LIGHT
7480,IK,MAGNETIC-FIELD
37559,IK,ATMOSPHERE
36409,IK,UO2
77639,AK,Tactile perception
293384,AK,urothelial carcinoma
82637,AK,P-selectin
12635,IK,MACHINERY
27699,IK,EQUATIONS
40795,IK,MAGNETIC-RESONANCE-SPECTROSCOPY
135093,IK,PHASEOLUS-VULGARIS L
19572,AK,Cyclooctatrienes
63433,IK,GENETIC ALGORITHM
226358,IK,LIMITING ABSORPTION PRINCIPLE
154082,AK,parameterized operators
42181,AK,plasminogen
223905,IK,PHYSIOLOGICAL FUNCTIONS
178932,AK,Liquid argon
223200,AK,photonic crystal
259654,IK,EXTRAGALACTIC BACKGROUND LIGHT
78962,IK,H-II REGIONS
156071,IK,TECHNOLOGIES
4979,IK,MODEL
171821,AK,galaxies : individual (Sgr dSph)
293384,AK,lymph node dissection
281306,IK,DIAGNOSIS
170134,AK,ZDDP
42181,IK,DENSITY-LIPOPROTEIN RECEPTOR
286744,IK,ESCHERICHIA-COLI
157463,IK,ESTROGEN-RECEPTORS
299202,IK,STELLAR JETS
5532,IK,DESIGN
248915,IK,FREQUENCY
248706,AK,floating-point arithmetic
93970,IK,FIBRILLINOPATHIES
18747,AK,chemokines
78954,IK,EVOLUTION-EXPLORER
276520,IK,FRUIT-QUALITY
277991,IK,DECOMPRESSION
78957,IK,ELECTRON TEMPERATURES
253489,IK,SURGICAL-MANAGEMENT
110003,IK,ADJUVANT TREATMENT
155292,IK,STEM-CELL TRANSPLANTATION
203846,IK,LASER
242111,AK,galaxies: dwarf
113968,IK,READOUT
37539,IK,P-MODE PARAMETERS
213826,IK,HIGH-TEMPERATURE
234345,AK,FPGA
13158,IK,POLYMERASE-CHAIN-REACTION
98060,IK,ST-ELEVATION
24240,IK,FERMILAB
282600,IK,GENOTYPE-PHENOTYPE CORRELATIONS
109767,IK,INSULIN-RESISTANCE
69982,AK,chronic myeloid leukemia
19648,AK,cosmic microwave background
69437,IK,RHIZOBIUM-MELILOTI
43169,AK,Sun: activity
57838,AK,molecular motor
187238,IK,DISCOVERY
269036,AK,Effective medium approximation
109301,AK,methods : data analysis
124185,AK,ataxin 7
250321,IK,COLLISIONS
242111,IK,M31
40795,IK,METABONOMICS
244418,IK,LOCOMOTOR PERFORMANCE
20223,IK,SHUTTLE
236225,AK,cancer-specific mortality
196512,IK,THICK ANTIWEAR FILMS
275136,IK,ANGIOGRAPHY
187238,IK,GIANT FLARE
288068,IK,FONDAPARINUX
561,AK,winds
261333,IK,RADICAL PROSTATECTOMY
108007,IK,FOCAL CEREBRAL-ISCHEMIA
278155,AK,Polypropylene oxide/SDS interaction
63433,IK,PROMOTES
65529,AK,Surveys
50512,IK,GEL BEADS
82637,IK,TISSUE FACTOR EXPRESSION
65513,AK,RSM
156939,IK,CANCER RESISTANCE PROTEIN
199005,AK,methods : numerical
80347,AK,cow
198956,IK,INCISION TECHNIQUE
286272,IK,STANDING ANTEROPOSTERIOR
266036,IK,SENSORY PROPERTIES
259079,IK,ELASTIC PROPERTIES
10316,IK,PREDICTORS
78950,IK,STARBURST GALAXIES
306257,IK,CHANNELS
74472,AK,Mitochondria
10353,IK,LAND-USE
272648,IK,MECHANISMS
221463,IK,PARAMETERIZATION
297437,IK,TREATMENT-RELATED MORTALITY
223200,AK,impedance matching
14137,IK,DOSE 2 GY
119102,IK,PROTEIN INTERACTIONS
172017,IK,BLASTS
286267,AK,Optical biosensor
8063,AK,Calorimeters
6874,AK,Mandibular
199131,IK,EXPRESSION
203179,IK,MULTIFRAGMENTATION
212837,AK,non-union
104906,IK,MOLECULAR-WEIGHT HEPARIN
58023,IK,STELLAR OSCILLATIONS
37559,IK,SUN
95911,AK,magnetic anisotropy
26672,IK,CULTIVATED SUNFLOWER
93807,IK,CARDIOVASCULAR-DISEASE
15204,IK,MERIDIONAL CIRCULATION
210753,IK,REINFARCTION
237029,IK,SURVIVAL
65834,IK,SALMONELLA ASSAY
216645,IK,MAXILLARIEAE
116938,IK,CENTRAL ELECTROMAGNETIC CALORIMETER
245462,AK,Stormwater drainage system
199131,IK,RESISTANCE
244056,IK,STABILITY
74472,AK,Fibroblasts
64883,IK,EXTERNAL VALIDATION
256142,IK,STRINGS
223905,IK,SACCHAROMYCES-CEREVISIAE
278487,IK,NMR-SPECTROSCOPY
288068,IK,ENOXAPARIN
63528,IK,MMSE INTERFERENCE SUPPRESSION
35106,IK,COLLISIONS
280247,IK,MANUFACTURING TECHNOLOGIES
14337,IK,CANCELLOUS BONE
104292,IK,STARBURST GALAXIES
2689,AK,floating-point arithmetic
282004,IK,PERIPHERAL-BLOOD
204450,AK,stars : individual : RU Lupi
212837,IK,CONGENITAL PSEUDOARTHROSIS
185491,IK,SARDA EWES
53583,IK,HEART
184538,IK,COMBINATION
255470,IK,THERAPY
105751,IK,TESTICULAR CELLS
242882,IK,TWIN-SCREW EXTRUDER
123499,IK,SUBCOMPLEX
26672,IK,MULTILOCUS GENOTYPES
167555,AK,microdamage
63332,IK,VALIDATION
167555,AK,vertebral
15104,IK,PATIENTS RECEIVING IMATINIB
63956,AK,techniques: photometric
288512,AK,ACE inhibitors
170134,AK,molecular dynamics simulation
253356,AK,Sun: activity
13327,AK,Selective ring opening
294024,AK,Risk
131775,IK,SOMATIC HYPERMUTATION
178933,IK,RESISTIVE PLATE CHAMBER
220943,IK,HARDWARE IMPLEMENTATION
116937,IK,BOSON
76228,IK,INDEPENDENT PREDICTOR
78945,AK,ultraviolet : galaxies
260631,AK,formal proof
228215,AK,connectivity
14337,IK,BODY
25318,AK,drug discovery
84088,IK,JUPITER
101644,IK,WHICH-WAY INFORMATION
110181,IK,BETA-THALASSEMIA
55776,IK,HIV/AIDS
129553,IK,RESPONSIVENESS
178933,AK,Solid state detectors
57201,IK,WORKING-MEMORY
5524,IK,CALIBRATION
5526,IK,OPTOELECTRONICS
287100,IK,CLOPIDOGREL
288512,IK,THERMOGENESIS
263375,IK,FORMATION HISTORY
218661,IK,SYSTEMS
240928,IK,LINES
15104,IK,POLYMERASE-CHAIN-REACTION
155641,IK,LESS
40795,AK,Cancer
15104,IK,FOLLOW-UP
78953,IK,ULTRALUMINOUS INFRARED GALAXIES
26764,AK,Aortic dilatation
164252,IK,PROTEIN IMPORT
81734,IK,SEXUAL SELECTION
84040,IK,BETA-CEPHEI STAR
7480,IK,MODES
178932,AK,Heavy-ion collisions
282264,IK,UNFRACTIONATED HEPARIN
106068,IK,APOPTOSIS
212290,IK,STATES
64883,IK,GLEASON SCORE
168944,IK,IMAGE
173428,AK,mass spectrometry
39459,IK,ANNIHILATION
157463,AK,Meningiomas
92737,AK,scanning electron microscopy
62194,IK,MECHANISMS
6874,AK,Advancement
70254,IK,RIVER RHINE
124290,IK,MOBILITY
50922,IK,II GLIOMAS
34753,IK,X-RAY
223905,IK,OXIDATIVE STRESS
71906,IK,MODELS
155174,IK,SURFACE BRIGHTNESS GALAXIES
22956,AK,Schizophrenia
236225,IK,SURVIVAL
171821,IK,DWARF SPHEROIDAL GALAXY
41841,AK,Silver
75011,IK,BONE-MARROW-TRANSPLANTATION
34968,IK,IRRADIATION
184756,AK,PKCq
243038,IK,ACUTE MYOCARDIAL-INFARCTION
78962,IK,EXTREME OUTER DISK
16136,IK,SACCHAROMYCES-CEREVISIAE
295005,IK,PREOPERATIVE NOMOGRAM
176733,IK,BISCAY
8063,AK,Particle tracking detectors
115210,IK,ACUTE MYOCARDIAL-INFARCTION
248864,IK,REVERSE-TRANSCRIPTASE INHIBITORS
38884,AK,Brazil
305434,IK,SYSTEMATICS
282348,IK,SIMULATION
181309,AK,renal cell carcinoma
249592,IK,MODULES
228284,AK,vertical handoff
111832,IK,INTERNAL-FIXATION
64883,IK,NEEDLE-BIOPSY
65108,IK,ALPHA
2876,AK,telescopes
262034,IK,UTILITY
108629,IK,TRANSITION
123784,IK,CELLS
278487,IK,C. ELEGANS
305434,IK,CONSERVATION
10352,IK,COMPETITION
77815,IK,IDENTIFYING COULOMB
213826,IK,WATER
303646,IK,RHONE BASIN
212438,IK,STABILITY
169055,IK,FEMORAL-NECK FRACTURES
24240,IK,DETECTOR
68542,IK,ACETYLATION
